"fg","dbh_bin","q025","q25","q50","q75","q975"
"fg5",87.9031726416461,220.452020834226,276.685240919666,306.599417212378,337.526748218913,396.495486031679
"fg5",115.234517249494,412.197295117165,412.197295117165,412.197295117165,412.197295117165,412.197295117165
NA,1.15546278812523,2.79923158046321,5.07621846307881,7.68744195231689,11.5311629284753,23.4153632726956
NA,1.51472572135904,3.31729832072805,6.01625891920452,8.35591516556183,12.3249748692037,24.7794664234736
NA,1.985692689134,3.99412744913856,8.60659262052869,14.0797170539717,20.6391104589377,44.1275879893321
NA,2.60309533275933,7.0273246542375,14.7899698430444,21.6418202788051,33.6743381172142,78.6291617079368
NA,3.41246424913243,4.88821037185367,12.8263297791374,20.7644491864212,33.4236606622473,68.9112323703883
NA,4.47348666222804,3.86461076407235,17.1400709833587,27.0731651364203,38.531213807197,103.754354121386
NA,5.86440808053007,2.63106878775628,9.43173924312792,27.5745200463541,53.2794040744136,126.360238112417
NA,7.68780254233678,3.1961375508274,7.7501113160586,25.1930842241689,62.5858045900581,137.423469791621
NA,10.0781369779126,5.65486558829397,23.8770275855929,53.4360774837679,84.3111840205189,160.260185939102
NA,13.2116875253013,30.7957253426781,47.5869368678746,82.096866501645,121.66212481058,200.358133839842
NA,17.3195390823467,48.2616770174938,118.685330032849,134.864470772168,160.788697573324,284.385216744731
NA,22.7046267519177,256.75429427101,258.427566282914,260.286757407251,278.962227802282,295.770151157809
NA,39.0184883616633,294.671348313538,294.671348313538,294.671348313538,294.671348313538,294.671348313538
NA,51.1503343399355,174.523733126716,232.524229269672,296.969224984068,325.33755697115,350.869055759524
NA,67.054281519984,364.439061988397,370.417719289356,377.060671845978,383.703624402599,389.682281703559
NA,198.033498603164,412.197295117165,412.197295117165,412.197295117165,412.197295117165,412.197295117165
