"fg","year","bin_midpoint","bin_min","bin_max","mean_n_individuals","mean","sd","q025","q25","median","q75","q975","ci_min","ci_max"
"fg2",2010,36.8786153893889,31.6083792089945,42.1488515697832,385,0.304689337673481,3.3073596132195,0.0202538016087184,0.123602051981849,0.402042031474753,0.783765253769555,1.79465836347439,0.270375147907375,0.343358452914126
"fg2",2010,49.176557768712,42.1488515697832,56.2042639676407,364,0.421084249667638,2.96190831527122,0.0211808986964138,0.249164651206087,0.512941256285602,0.928084998379801,1.88060145833235,0.3766382586818,0.470775183431268
"fg2",2010,65.5755051659368,56.2042639676407,74.9467463642328,311,0.411174594079104,2.9439437690631,0.0219023624622583,0.256133325198238,0.497413029474772,0.867582964842543,1.95061296531159,0.364678152605374,0.463599328910346
"fg2",2010,87.4430231166713,74.9467463642328,99.9392998691097,193,0.375503548261503,3.31200606057755,0.0218146220124585,0.178843286920252,0.487484525950797,1.03211647732077,2.22087692030248,0.317131160058539,0.44462018406186
"fg2",2010,116.602720366912,99.9392998691097,133.266140864714,82,0.388205793281417,2.98751853056785,0.0214786685108794,0.220956646172851,0.419979794922881,0.750579189119173,2.10260303401927,0.306326749176533,0.491970545642441
"fg2",2010,155.486325979643,133.266140864714,177.706511094572,24,0.408543290847532,3.43977605870205,0.0317636176151712,0.249347903600299,0.596477780260278,1.05444375992016,1.34327196560386,0.249221355195228,0.669716366664421
"fg2",2010,207.336479719973,177.706511094572,236.966448345373,20,0.685140133029953,3.35771985457753,0.0674104312439515,0.280008634820726,1.20830931178781,1.79665565913634,2.54245294327648,0.402934537924776,1.16499569460074
"fg2",2010,276.47714711774,236.966448345373,315.987845890107,7,1.53556230021587,1.9727293327901,0.532953578925229,1.26532858585904,1.69730181583298,2.42032721407114,3.10565835737664,0.928287266414627,2.54010979483916
"fg3",1990,1.16673541359231,1,1.33347082718462,24017,0.0368458975177473,1.53725551137552,0.0184890977927139,0.0198362626531221,0.0379778596621567,0.0558944292354677,0.0587521338595856,0.0365435193951138,0.0371507776579905
"fg3",1990,1.55580763706853,1.33347082718462,1.77814444695244,21256,0.0725206864870077,1.75676348844035,0.0186991998951486,0.0731396036671872,0.091070022971486,0.110157582141847,0.132131024026093,0.0719063971224531,0.0731402236659225
"fg3",1990,2.07462409674193,1.77814444695244,2.37110374653142,22230,0.0886320828609294,1.79136148535736,0.0188982614059245,0.0569667894932351,0.0938603639795286,0.145721947549568,0.216111167422745,0.0879287608102615,0.089341030623849
"fg3",1990,2.76645071037962,2.37110374653142,3.16179767422781,18156,0.0982899039740946,2.00407254427593,0.0187651157694835,0.074709944372176,0.0991522276289225,0.166914054081315,0.287606265453894,0.097286975682507,0.0993031714210626
"fg3",1990,3.6889813171354,3.16179767422781,4.21616496004298,14105,0.103823835666637,2.12027537180347,0.0188604308099689,0.0580794271365264,0.113610760040356,0.18233615583065,0.365907003281817,0.102537272978511,0.105126541202164
"fg3",1990,4.91914896842916,4.21616496004298,5.62213297681534,8985,0.120901284471262,2.15873674719446,0.0188561959801034,0.0752122694837783,0.131880034841236,0.207402301539119,0.44227407747088,0.11898696749452,0.122846399858659
"fg3",1990,6.55954164397562,5.62213297681534,7.4969503111359,5369,0.130006377081403,2.42800949193273,0.0187747523988817,0.0752212312311032,0.148685762196554,0.249942349562038,0.542381221546651,0.126950582314299,0.133135727097237
"fg3",1990,8.74695742194416,7.4969503111359,9.99696453275241,3936,0.13383782436555,2.42428704234322,0.018791238912481,0.0756697420101748,0.150315132674606,0.24954053194843,0.591729815463705,0.130181850172189,0.137596471452905
"fg3",1990,11.6638125487886,9.99696453275241,13.3306605648247,2384,0.151921085995824,2.51211313940097,0.0188319865224446,0.0926384368799885,0.174200155505716,0.296458053635229,0.670645805855165,0.14640632261758,0.157643576844948
"fg3",1990,15.5533537675595,13.3306605648247,17.7760469702942,1273,0.181328667928719,2.61692340766233,0.0188411128927916,0.100120591201651,0.209052604466211,0.359125782040658,0.83920892554414,0.171995041743096,0.191168800446676
"fg3",1990,20.7399435139226,17.7760469702942,23.703840057551,860,0.208074179786234,2.64836077228676,0.0190059797014943,0.113502130390055,0.244077038042464,0.430973282187997,0.954235625269989,0.19496149430682,0.222068795931463
